drugbank_id,ATC,Name,Description,Indication,SMILES,blocks
DB11071,G04BX12,phenyl salicylate,"Phenyl salicylate is a 2-hydroxybenzoic acid phenyl ester. It is utilized in some manufacturing processes of polymers, lacquers, adhesives, waxes, as well as polishes. It is an active ingredient in some pharmaceutical products as a mild analgesic for pain relief by releasing salicylate (found in [DB00945] ). Phenyl salicylate may also be found in some antiseptic agents [L2467]. It is synthesized by heating salicylic acid with phenol [L2468], [MSDS].

Phenyl salicylate is used as a food additive in the USA [L2479].

This compound belongs to the class of organic compounds known as depsides and depsidones. These are polycyclic compounds that is either a polyphenolic compound composed of two or more monocyclic aromatic units linked by an ester bond (depside), or a compound containing the depsidone structure (depsidone) [L2477].",Pain and fever [L2468].,OC1=CC=CC=C1C(=O)OC1=CC=CC=C1,['[3*]C(=O)c1ccccc1O^[3*]Oc1ccccc1']
DB01093,G04BX13,dimethyl sulfoxide,"A highly polar organic liquid, that is used widely as a chemical solvent. Because of its ability to penetrate biological membranes, it is used as a vehicle for topical application of pharmaceuticals. It is also used to protect tissue during cryopreservation. Dimethyl sulfoxide shows a range of pharmacological activity including analgesia and anti-inflammation.",For the symptomatic relief of patients with interstitial cystitis.,CS(C)=O,[]
DB00686,G04BX15,pentosan polysulfate sodium,Pentosan polysulfate is a sulfated pentosyl polysaccharide with heparin-like properties.,For the relief of bladder pain or discomfort associated with interstitial cystitis.,O[C@@H]1CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O,[]
DB06823,G04BX16,tiopronin,"Tiopronin is a prescription thiol drug used primarily in the treatment of severe homozygous cystinuria. Patients with cystinuria excrete high levels of cystine in their urine and are at risk for kidney stone formation. Tiopronin is used as a second-line therapy to control the rate of cystine precipitation and excretion, and prevent kidney stone formation. It is used after a failure of the non-pharmacological first line treatment consisting of increased fluid intake, restriction of sodium and protein, and urinary alkalinization. As cystinuria is a relatively rare disease, tiopronin is classified as an orphan drug and is not patented in the United States. It is similar to d-penicillamine in use and efficacy, but offers the advantage of far less adverse effects. Tiopronin is dosed on an individual basis using close monitoring of urinary cystine concentrations and urinary output.

Tiopronin may also be used to bind metal nanoparticles in Wilson's disease, which is an overload of copper in the body. It has been investigated for use in the treatment of arthritis and as a neuroprotective agent in aneurysmal subarachnoid hemorrhage.","Tiopronin is indicated for the prevention of kidney stone formation in patients with severe homozygous cystinuria consisting of a urinary cystine concentration greater than 500 mg/day, and who have failed treatment with non-pharmacological measures of increased fluid intake, decreased sodium and protein intake, and urine alkalinization.",CC(S)C(=O)NCC(O)=O,['[3*]C(=O)C(C)S^[3*]NCC(=O)O']
DB00346,G04CA01,alfuzosin,"Alfuzosin (INN, provided as the hydrochloride salt) is an alpha-adrenergic blocker used to treat benign prostatic hyperplasia (BPH). It works by relaxing the muscles in the prostate and bladder neck, making it easier to urinate.","For the reduction of urinary obstruction and relief of associated manifestations (eg. sensation of incomplete bladder emptying or straining, urgency, interrupted or weak stream) in patients with symptomatic beningn prostatic hyperplasia.",COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1,['[3*]N(C)CCCNC(=O)C1CCCO1^[3*]c1nc(N)c2cc(OC)c(OC)cc2n1']
DB00706,G04CA02,tamsulosin,"Tamsulosin is a selective alpha-1A and alpha-1B adrenoceptor antagonist that exerts its greatest effect in the prostate and bladder, where these receptors are most common.[Label] It is indicated for the treatment of signs and symptoms of benign prostatic hypertrophy.[Label] Antagonism of these receptors leads to relaxation of smooth muscle in the prostate and detrusor muscles in the bladder, allowing for better urinary flow.[Label] Other alpha-1 adrenoceptor antagonists developed in the 1980s were less selective and more likely to act on the smooth muscle of blood vessels, resulting in hypotension.[A178351]

Tamsulosin was first approved by the FDA on April 15, 1997.[L6238]","Tamsulosin is indicated for the treatment of signs and symptoms of benign prostatic hyperplasia.[Label]

Tamsulosin is also used off label for the treatment of ureteral stones, prostatitis, and female voiding dysfunction.[A178339,L6259]",CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O,['[3*]c1ccc(OC)c(S(N)(=O)=O)c1^[2*]C[C@@H](C)NCCO[1*]^[3*]c1ccccc1OCC']
DB01162,G04CA03,terazosin,"Terazosin is a quinazoline derivative alpha-1-selective adrenergic blocking agent indicated for benign prostatic hyperplasia and hypertension[FDA Label][A176831]. Terazosin blocks adrenaline's action on alpha-1 adrenergic receptors, causing relaxation of smooth muscle in blood vessels and the prostate[A176837].",Terazosin is indicated for use in treating symptomatic benign prostatic hyperplasia and hypertension[FDA Label].,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1,['[3*]C(=O)C1CCCO1^[2*]N1CCN([1*])CC1^[3*]c1nc(N)c2cc(OC)c(OC)cc2n1']
DB06207,G04CA04,silodosin,"Silodosin is an α1-adrenoceptor antagonist that is selective for the prostate. Silodosin is for symptomatic treatment of benign prostatic hyperplasia. FDA approved Oct 9, 2008.",Treatment for symptomatic relief of benign prostatic hyperplasia ,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F,['[3*]c1cc2c(c(C(N)=O)c1)N(CCCO)CC2^[2*]C[C@@H](C)NCCO[1*]^[3*]c1ccccc1OCC(F)(F)F']
DB01216,G04CA51,alfuzosin and finasteride,"Finasteride is a synthetic 4-azasteroid compound [L10565] and specific inhibitor of steroid Type II 5α-reductase, which is an intracellular enzyme that converts the androgen testosterone into 5α-dihydrotestosterone (DHT). It works in a similar fashion as [dutasteride], which is another 5-alpha-reductase inhibitor, by exerting antiandrogenic effects. Finasteride is an orally active drug that was first approved by the FDA in 1992 for the treatment of benign prostatic hyperplasia to improve symptoms and reduce the risk for acute urinary retention or the need for surgical procedures.[L6244,L10565] In 1998, it was approved by the FDA to treat male pattern hair loss.[L6244] Finasteride is commonly marketed under the brand names Propecia and Proscar to be used aloneo or in combination with [doxazosin], an alpha-blocker.

Both benign prostatic hyperplasia and androgenic alopecia are androgen-dependent disorders that are characterized by _in situ_ high levels of DHT.[A178159] In the treatment of benign prostate hyperplasia, alpha-blockers such as [tamsulosin] and [terazosin] are also used. Compared to alpha-blockers that focus on providing the rapid relief of symptoms, 5α-reductase inhibitors aim to target the underlying disease by blocking the effects of the primary androgen involved in benign prostate hyperplasia and androgenic alopecia, thus reducing the risk for secondary complications while providing symptom control.[A2132]","Indicated for the treatment of symptomatic benign prostatic hyperplasia (BPH) in men with an enlarged prostate to improve symptoms, reduce the risk of acute urinary retention, and reduce the risk of the need for surgery including transurethral resection of the prostate (TURP) and prostatectomy.[L10565]

Indicated for the treatment of male pattern hair loss (androgenetic alopecia, hereditary alopecia, or common male baldness) in male patients.[L6235]",[H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C,['[3*]C(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C^[3*]NC(C)(C)C']
DB01126,G04CA52,tamsulosin and dutasteride,"Dutasteride is an oral synthetic 4-azasteroid commonly marketed under the trade name Avodart. It is a novel dual 5α-reductase inhibitor that works by blocking both isoforms of 5α-reductase enzymes in a potent, selective, and irreversible manner.[A1909] Type I and II 5α-reductase enzymes convert testosterone into dihydrotestosterone (DHT), a primary hormonal mediator that plays a role in the development and enlargement of the prostate gland. Dutasteride was approved by the FDA in 2001 for the treatment of symptomatic benign prostatic hyperplasia (BPH) in men as monotherapy or in combination with the α-adrenergic antagonist [tamsulosin] to enhance the therapeutic response. Its clinical efficacy against benign prostate hyperplasia in male patients is comparable to that of [finasteride], a specific type II 5α-reductase inhibitor. However, unlike finasteride, dutasteride is not yet indicated for the treatment of androgenic alopecia although it was demonstrated to be effective in several randomized, double-blind, placebo-controlled trials in androgenetic alopecia.[A178333,A178336]","Indicated for the treatment of symptomatic benign prostatic hyperplasia (BPH) in men with an enlarged prostate gland to improve symptoms, and reduce the risk of acute urinary retention and the need for BPH-related surgery alone or in combination with [tamsulosin].[L10568]",[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])NC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)NC1=CC(=CC=C1C(F)(F)F)C(F)(F)F,['[3*]C(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C^[3*]Nc1cc(C(F)(F)F)ccc1C(F)(F)F']
DB01591,G04CA53,tamsulosin and solifenacin,"Solifenacin is a competitive muscarinic receptor antagonist indicated to treat an overactive bladder with urinary incontinence, urgency, and frequency.[L7511] It has a long duration of action as it is usually taken once daily.[L7511]

Solifenacin was granted FDA approval on 19 November 2004.[L7511]","Solifenacin tablets are indicated to treat an overactive bladder with urinary incontinence, urgency, and frequency.[L7511]",O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,['[3*]C(=O)O[C@H]1CN2CCC1CC2^[2*]N1CCc2ccccc2[C@@H]1[1*]^[3*]c1ccccc1']
DB00820,G04CA54,tamsulosin and tadalafil,"Tadalafil is an orally administered drug used to treat male erectile dysfunction (impotence). It is marketed worldwide under the brand name Cialis. It is a phosphodiesterase 5 (PDE5) inhibitor. Tadalafil's distinguishing pharmacologic feature is its longer half-life (17.5 hours) compared with Viagra and Levitra (4-5 hours). This longer half-life results in a longer duration of action and is, in part, responsible for the Cialis nickname of the ""weekend pill."" This longer half-life also is the basis of current investigation for tadalafil's use in pulmonary arterial hypertension as a once-daily therapy.",Used for the treatment of erectile dysfunction.,[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1,['[3*][C@@H]1c2[nH]c3ccccc3c2C[C@@H]2C(=O)N(C)CC(=O)N21^[3*]c1ccc2c(c1)OCO2']
DB01216,G04CB01,finasteride,"Finasteride is a synthetic 4-azasteroid compound [L10565] and specific inhibitor of steroid Type II 5α-reductase, which is an intracellular enzyme that converts the androgen testosterone into 5α-dihydrotestosterone (DHT). It works in a similar fashion as [dutasteride], which is another 5-alpha-reductase inhibitor, by exerting antiandrogenic effects. Finasteride is an orally active drug that was first approved by the FDA in 1992 for the treatment of benign prostatic hyperplasia to improve symptoms and reduce the risk for acute urinary retention or the need for surgical procedures.[L6244,L10565] In 1998, it was approved by the FDA to treat male pattern hair loss.[L6244] Finasteride is commonly marketed under the brand names Propecia and Proscar to be used aloneo or in combination with [doxazosin], an alpha-blocker.

Both benign prostatic hyperplasia and androgenic alopecia are androgen-dependent disorders that are characterized by _in situ_ high levels of DHT.[A178159] In the treatment of benign prostate hyperplasia, alpha-blockers such as [tamsulosin] and [terazosin] are also used. Compared to alpha-blockers that focus on providing the rapid relief of symptoms, 5α-reductase inhibitors aim to target the underlying disease by blocking the effects of the primary androgen involved in benign prostate hyperplasia and androgenic alopecia, thus reducing the risk for secondary complications while providing symptom control.[A2132]","Indicated for the treatment of symptomatic benign prostatic hyperplasia (BPH) in men with an enlarged prostate to improve symptoms, reduce the risk of acute urinary retention, and reduce the risk of the need for surgery including transurethral resection of the prostate (TURP) and prostatectomy.[L10565]

Indicated for the treatment of male pattern hair loss (androgenetic alopecia, hereditary alopecia, or common male baldness) in male patients.[L6235]",[H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C,['[3*]C(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C^[3*]NC(C)(C)C']
